STUDENT ID,SCHOOL NAME,Biology,Chemistry,Civic Education,Commerce,Economics,English,Further Mathematics,Government,Geography,Literature in English,Mathematics,Physics,Department
,"El-Kanemi College, Maiduguri",F9,F9,ABS,ABS,ABS,A1,A1,ABS,F9,ABS,C6,C4,Science
,"El-Kanemi College, Maiduguri",C5,B2,ABS,ABS,ABS,E8,F9,ABS,F9,ABS,A1,F9,Commercial
,"El-Kanemi College, Maiduguri",ABS,ABS,ABS,B3,D7,F9,ABS,C6,ABS,ABS,F9,ABS,Commercial
,"El-Kanemi College, Maiduguri",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,A1,A1,C5,ABS,Commercial
,"El-Kanemi College, Maiduguri",ABS,ABS,ABS,ABS,ABS,C5,ABS,F9,B3,A1,B2,ABS,Commercial
,"El-Kanemi College, Maiduguri",B2,C6,ABS,ABS,ABS,D7,F9,ABS,A1,ABS,F9,F9,Science
,"El-Kanemi College, Maiduguri",F9,E8,ABS,ABS,ABS,F9,A1,ABS,B3,ABS,C6,F9,Commercial
,"El-Kanemi College, Maiduguri",ABS,ABS,ABS,ABS,ABS,A1,ABS,C4,A1,D7,F9,ABS,Science
,Sokoto State College,C4,D7,ABS,ABS,ABS,F9,C6,ABS,B2,ABS,E8,F9,Commercial
,Sokoto State College,E8,A1,ABS,ABS,ABS,A1,E8,ABS,B3,ABS,A1,C4,Arts
,Sokoto State College,B3,A1,ABS,ABS,ABS,E8,A1,ABS,F9,ABS,C5,C4,Commercial
,Sokoto State College,ABS,ABS,ABS,F9,E8,C5,ABS,A1,ABS,ABS,F9,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,F9,C5,F9,ABS,F9,ABS,ABS,D7,ABS,Commercial
,Sokoto State College,F9,A1,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,F9,C6,Commercial
,Sokoto State College,F9,C6,ABS,ABS,ABS,A1,B3,ABS,B3,ABS,F9,A1,Commercial
,Sokoto State College,ABS,ABS,ABS,A1,D7,F9,ABS,F9,ABS,ABS,F9,ABS,Science
,Sokoto State College,A1,F9,ABS,ABS,ABS,F9,C4,ABS,A1,ABS,F9,F9,Science
,Sokoto State College,D7,F9,ABS,ABS,ABS,C6,F9,ABS,F9,ABS,A1,A1,Commercial
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,C6,B3,F9,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,A1,A1,F9,ABS,A1,ABS,ABS,C5,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,E8,C4,B3,C4,ABS,Commercial
,Sokoto State College,F9,B3,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,F9,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,B2,C4,ABS,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,D7,F9,C5,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,C4,A1,A1,B2,ABS,Commercial
,Sokoto State College,ABS,ABS,ABS,F9,C5,E8,ABS,A1,ABS,ABS,F9,ABS,Commercial
,Sokoto State College,D7,C5,ABS,ABS,ABS,A1,B2,ABS,F9,ABS,A1,C5,Commercial
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,B3,A1,B3,A1,ABS,Commercial
,Sokoto State College,ABS,ABS,ABS,D7,F9,C6,ABS,F9,ABS,ABS,A1,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,F9,C4,A1,ABS,C4,ABS,ABS,F9,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,E8,F9,ABS,Commercial
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,C6,B2,E8,ABS,Commercial
,Sokoto State College,ABS,ABS,ABS,F9,D7,F9,ABS,C5,ABS,ABS,F9,ABS,Commercial
,Sokoto State College,D7,F9,ABS,ABS,ABS,F9,B3,ABS,A1,ABS,F9,A1,Arts
,Sokoto State College,ABS,ABS,ABS,B2,F9,F9,ABS,E8,ABS,ABS,F9,ABS,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,B2,F9,F9,F9,ABS,Science
,Sokoto State College,ABS,ABS,ABS,A1,A1,E8,ABS,F9,ABS,ABS,B2,ABS,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,D7,F9,C4,ABS,Arts
,Sokoto State College,A1,F9,ABS,ABS,ABS,C5,B2,ABS,A1,ABS,B3,F9,Commercial
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,C6,C5,F9,D7,ABS,Arts
,Sokoto State College,A1,A1,ABS,ABS,ABS,A1,A1,ABS,F9,ABS,F9,A1,Commercial
,Sokoto State College,F9,A1,ABS,ABS,ABS,C6,E8,ABS,E8,ABS,F9,F9,Arts
,Sokoto State College,C6,A1,ABS,ABS,ABS,E8,ABS,ABS,F9,ABS,E8,F9,Commercial
,Sokoto State College,ABS,ABS,ABS,A1,A1,A1,ABS,F9,ABS,ABS,F9,ABS,Arts
,Sokoto State College,F9,D7,ABS,ABS,ABS,B3,F9,ABS,F9,ABS,B3,C5,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,C5,ABS,A1,C4,F9,D7,ABS,Commercial
,Sokoto State College,A1,A1,ABS,ABS,ABS,F9,F9,ABS,A1,ABS,A1,F9,Commercial
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,F9,F9,F9,ABS,Commercial
,Sokoto State College,ABS,ABS,ABS,A1,A1,A1,ABS,A1,ABS,ABS,D7,ABS,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,E8,D7,E8,C5,ABS,Science
,Sokoto State College,ABS,ABS,ABS,C4,B3,C6,ABS,A1,ABS,ABS,F9,ABS,Science
,Sokoto State College,B3,A1,ABS,ABS,ABS,B3,B3,ABS,F9,ABS,F9,A1,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,E8,ABS,F9,F9,A1,F9,ABS,Science
,Sokoto State College,A1,E8,ABS,ABS,ABS,F9,F9,ABS,B2,ABS,B3,A1,Commercial
,Sokoto State College,B3,F9,ABS,ABS,ABS,A1,D7,ABS,A1,ABS,F9,B2,Science
,Sokoto State College,C4,F9,ABS,ABS,ABS,F9,C5,ABS,B3,ABS,F9,B2,Arts
,Sokoto State College,C4,F9,ABS,ABS,ABS,B3,F9,ABS,A1,ABS,B3,F9,Science
,Sokoto State College,ABS,ABS,ABS,A1,F9,F9,ABS,F9,ABS,ABS,B3,ABS,Science
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,F9,A1,ABS,Science
,Sokoto State College,C4,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,F9,Arts
,Sokoto State College,A1,C4,ABS,ABS,ABS,F9,F9,ABS,A1,ABS,D7,F9,Commercial
,Sokoto State College,C6,F9,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,A1,C4,Arts
,Sokoto State College,ABS,ABS,ABS,ABS,ABS,E8,ABS,C6,B3,A1,A1,ABS,Science
,Sokoto State College,B2,F9,ABS,ABS,ABS,C6,B3,ABS,F9,ABS,F9,A1,Commercial
,Sokoto State College,B2,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,B2,B3,Commercial
,"Gusau College, Zamfara",F9,A1,ABS,ABS,ABS,F9,E8,ABS,B3,ABS,B2,F9,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,D7,ABS,F9,F9,F9,C4,ABS,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,A1,F9,E8,ABS,A1,ABS,ABS,C5,ABS,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,F9,B3,ABS,Commercial
,"Gusau College, Zamfara",B3,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,C6,ABS,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,D7,A1,F9,ABS,Science
,"Gusau College, Zamfara",A1,D7,ABS,ABS,ABS,B3,A1,ABS,F9,ABS,F9,F9,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,B2,F9,C4,ABS,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,F9,A1,A1,ABS,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,C5,F9,C4,ABS,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,A1,E8,ABS,Arts
,"Gusau College, Zamfara",F9,F9,ABS,ABS,ABS,B3,F9,ABS,F9,ABS,F9,E8,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,B2,F9,A1,A1,ABS,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,A1,A1,B2,ABS,Science
,"Gusau College, Zamfara",F9,C5,ABS,ABS,ABS,E8,E8,ABS,F9,ABS,F9,F9,Science
,"Gusau College, Zamfara",A1,A1,ABS,ABS,ABS,A1,A1,ABS,E8,ABS,C6,A1,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,E8,E8,B2,ABS,C5,ABS,ABS,A1,ABS,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,A1,F9,ABS,Commercial
,"Gusau College, Zamfara",ABS,ABS,ABS,B2,F9,C4,ABS,A1,ABS,ABS,A1,ABS,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,C6,F9,ABS,Arts
,"Gusau College, Zamfara",C6,F9,ABS,ABS,ABS,B2,F9,ABS,B2,ABS,F9,F9,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,D7,A1,A1,F9,ABS,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,C4,F9,F9,ABS,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,D7,B3,F9,ABS,Arts
,"Gusau College, Zamfara",F9,A1,ABS,ABS,ABS,F9,F9,ABS,D7,ABS,F9,F9,Commercial
,"Gusau College, Zamfara",A1,C5,ABS,ABS,ABS,F9,F9,ABS,A1,ABS,F9,F9,Arts
,"Gusau College, Zamfara",B3,D7,ABS,ABS,ABS,F9,F9,ABS,C4,ABS,F9,D7,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,F9,F9,F9,ABS,B3,ABS,ABS,F9,ABS,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,E8,D7,B3,ABS,Science
,"Gusau College, Zamfara",F9,A1,ABS,ABS,ABS,B2,F9,ABS,C5,ABS,D7,D7,Arts
,"Gusau College, Zamfara",A1,A1,ABS,ABS,ABS,C5,B2,ABS,A1,ABS,F9,A1,Science
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,D7,F9,A1,ABS,Arts
,"Gusau College, Zamfara",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,C6,F9,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,B3,F9,A1,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",A1,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,F9,C4,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,F9,E8,ABS,C4,ABS,ABS,D7,ABS,Arts
,"Ahmadu Bello College, Zaria",F9,A1,ABS,ABS,ABS,F9,ABS,ABS,B3,ABS,F9,D7,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,B3,F9,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,A1,B3,C4,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,A1,F9,ABS,F9,ABS,ABS,F9,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,E8,D7,ABS,A1,ABS,ABS,ABS,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,B2,C6,F9,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",C5,B2,ABS,ABS,ABS,D7,C4,ABS,F9,ABS,A1,F9,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,B2,F9,A1,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,B2,F9,C5,ABS,A1,ABS,ABS,A1,ABS,Science
,"Ahmadu Bello College, Zaria",F9,F9,ABS,ABS,ABS,C4,B3,ABS,F9,ABS,F9,F9,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,C4,F9,F9,ABS,Commercial
,"Ahmadu Bello College, Zaria",F9,A1,ABS,ABS,ABS,A1,B3,ABS,F9,ABS,C4,F9,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,B2,A1,C4,A1,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,C6,F9,F9,ABS,F9,ABS,ABS,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,C5,A1,ABS,F9,ABS,ABS,C4,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,F9,F9,A1,ABS,Commercial
,"Ahmadu Bello College, Zaria",A1,A1,ABS,ABS,ABS,A1,C6,ABS,B2,ABS,F9,A1,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,C4,F9,C4,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,B3,E8,F9,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,ABS,F9,A1,A1,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,B2,ABS,F9,B3,C6,F9,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,F9,A1,ABS,A1,ABS,ABS,C5,ABS,Arts
,"Ahmadu Bello College, Zaria",F9,ABS,ABS,ABS,ABS,F9,B2,ABS,F9,ABS,A1,F9,Arts
,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,A1,A1,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,F9,F9,ABS,C4,ABS,ABS,B2,ABS,Commercial
,"Ahmadu Bello College, Zaria",F9,A1,ABS,ABS,ABS,D7,A1,ABS,E8,ABS,D7,F9,Arts
,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,A1,A1,ABS,A1,ABS,C5,F9,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,B3,F9,F9,ABS,D7,ABS,ABS,B2,ABS,Science
,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,A1,A1,ABS,F9,ABS,A1,E8,Arts
,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,F9,F9,ABS,C6,ABS,F9,F9,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,A1,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,A1,B3,F9,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,B2,F9,D7,ABS,Science
,"Ahmadu Bello College, Zaria",A1,E8,ABS,ABS,ABS,F9,E8,ABS,B2,ABS,B3,B2,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,F9,C4,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,B3,A1,F9,ABS,B2,ABS,ABS,E8,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,F9,A1,ABS,C4,ABS,ABS,C6,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,C5,F9,F9,D7,ABS,Arts
,"Ahmadu Bello College, Zaria",F9,D7,ABS,ABS,ABS,A1,A1,ABS,F9,ABS,A1,F9,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,B3,D7,ABS,F9,ABS,ABS,F9,ABS,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,C6,F9,C6,ABS,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,A1,B2,D7,D7,ABS,Commercial
,"Ahmadu Bello College, Zaria",C6,C4,ABS,ABS,ABS,A1,C5,ABS,A1,ABS,E8,F9,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,D7,F9,F9,ABS,Commercial
,"Ahmadu Bello College, Zaria",F9,F9,ABS,ABS,ABS,D7,E8,ABS,F9,ABS,F9,C6,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,C5,D7,A1,ABS,A1,ABS,ABS,F9,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,F9,A1,C5,ABS,Science
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,D7,A1,ABS,Commercial
,"Ahmadu Bello College, Zaria",D7,F9,ABS,ABS,ABS,F9,C4,ABS,F9,ABS,F9,A1,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,E8,D7,ABS,A1,ABS,ABS,C5,ABS,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,C4,A1,A1,ABS,Commercial
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,F9,C5,A1,C5,ABS,Arts
,"Ahmadu Bello College, Zaria",C4,B3,ABS,ABS,ABS,A1,C5,ABS,A1,ABS,C6,C6,Arts
,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,C4,C4,A1,ABS,F9,ABS,ABS,B2,ABS,Arts
,"Barewa College, Zaria",A1,B2,ABS,ABS,ABS,C6,F9,ABS,F9,ABS,F9,F9,Commercial
,"Barewa College, Zaria",F9,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,A1,B3,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,A1,ABS,F9,ABS,ABS,C6,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,F9,A1,F9,ABS,A1,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,F9,F9,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,A1,B3,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C4,A1,F9,B3,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,F9,F9,C6,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,C4,A1,F9,ABS,Science
,"Barewa College, Zaria",C5,F9,ABS,ABS,ABS,F9,B2,ABS,B2,ABS,B3,B2,Arts
,"Barewa College, Zaria",F9,F9,ABS,ABS,ABS,B2,B2,ABS,F9,ABS,F9,F9,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,B2,ABS,B2,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,ABS,ABS,F9,C4,F9,F9,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,C4,F9,ABS,A1,ABS,ABS,D7,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,B3,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,E8,C5,A1,ABS,B3,ABS,ABS,A1,ABS,Science
,"Barewa College, Zaria",A1,A1,ABS,ABS,ABS,A1,A1,ABS,E8,ABS,F9,F9,Science
,"Barewa College, Zaria",C4,F9,ABS,ABS,ABS,D7,B3,ABS,B3,ABS,F9,C6,Arts
,"Barewa College, Zaria",A1,F9,ABS,ABS,ABS,B2,A1,ABS,B2,ABS,A1,A1,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,F9,ABS,A1,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",B2,B2,ABS,ABS,ABS,A1,F9,ABS,B3,ABS,F9,B3,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,C4,F9,F9,E8,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,A1,ABS,F9,ABS,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",B2,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,A1,Commercial
,"Barewa College, Zaria",C6,A1,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,B3,B3,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,A1,F9,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,C6,ABS,A1,ABS,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,B3,ABS,A1,F9,D7,F9,ABS,Commercial
,"Barewa College, Zaria",A1,F9,ABS,ABS,ABS,E8,F9,ABS,F9,ABS,F9,A1,Arts
,"Barewa College, Zaria",A1,A1,ABS,ABS,ABS,F9,F9,ABS,C6,ABS,D7,B2,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,A1,F9,E8,C4,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,A1,A1,F9,ABS,C4,ABS,ABS,F9,ABS,Arts
,"Barewa College, Zaria",A1,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,F9,A1,Science
,"Barewa College, Zaria",ABS,ABS,ABS,E8,C4,A1,ABS,F9,ABS,ABS,C6,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,B2,D7,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C5,ABS,F9,B2,A1,F9,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,D7,B2,D7,A1,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,C4,F9,B2,ABS,F9,ABS,ABS,A1,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,D7,ABS,A1,C6,C4,A1,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,A1,B2,B2,ABS,D7,ABS,ABS,D7,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C4,F9,A1,C4,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,D7,ABS,F9,C6,E8,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,B3,F9,F9,C5,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,F9,C5,F9,ABS,F9,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,B2,A1,C4,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,B2,C5,E8,ABS,B3,ABS,ABS,A1,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,B2,ABS,B2,F9,E8,F9,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,A1,F9,F9,ABS,C6,ABS,ABS,F9,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,A1,D7,ABS,A1,ABS,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,B2,F9,C6,ABS,F9,ABS,ABS,C6,ABS,Science
,"Barewa College, Zaria",D7,D7,ABS,ABS,ABS,B2,A1,ABS,A1,ABS,D7,B3,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,C6,A1,ABS,A1,ABS,ABS,A1,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,F9,ABS,A1,ABS,ABS,A1,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C4,C5,F9,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C4,B2,F9,A1,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,B3,C6,C5,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,B2,ABS,F9,D7,B3,D7,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,C5,A1,A1,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C5,B2,F9,B2,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,B3,F9,E8,ABS,A1,ABS,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",D7,C5,ABS,ABS,ABS,A1,D7,ABS,F9,ABS,F9,A1,Commercial
,"Barewa College, Zaria",A1,C4,ABS,ABS,ABS,F9,F9,ABS,A1,ABS,C5,C5,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,E8,C4,F9,ABS,F9,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",D7,D7,ABS,ABS,ABS,D7,A1,ABS,D7,ABS,A1,A1,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,B3,ABS,A1,D7,F9,F9,ABS,Science
,"Barewa College, Zaria",F9,E8,ABS,ABS,ABS,F9,D7,ABS,A1,ABS,A1,F9,Science
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,C4,F9,C5,C4,ABS,Science
,"Barewa College, Zaria",C6,F9,ABS,ABS,ABS,B2,F9,ABS,A1,ABS,C6,C6,Science
,"Barewa College, Zaria",ABS,ABS,ABS,F9,B2,B3,ABS,A1,ABS,ABS,F9,ABS,Science
,"Barewa College, Zaria",A1,F9,ABS,ABS,ABS,A1,F9,ABS,C4,ABS,B3,B2,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,C4,F9,F9,A1,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,A1,C6,B2,ABS,Commercial
,"Barewa College, Zaria",B3,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,F9,A1,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,D7,C5,F9,ABS,Science
,"Barewa College, Zaria",ABS,ABS,ABS,A1,C5,F9,ABS,A1,ABS,ABS,F9,ABS,Commercial
,"Barewa College, Zaria",ABS,ABS,ABS,F9,A1,F9,ABS,F9,ABS,ABS,A1,ABS,Arts
,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,D7,ABS,F9,ABS,ABS,A1,ABS,Commercial
